capital_marker,timezone,geo_lat,geo_lon,population,city_name
1.0,UTC+3,47.5773717,41.0967445,17926,Константиновск
0.0,UTC+5,55.116665,61.6179185,137604,Копейск
1.0,UTC+3,53.9246659,40.0227745,12657,Кораблино
1.0,UTC+3,45.4641703,39.458949,41179,Кореновск
1.0,UTC+5,54.8903147,61.4034576,38950,Коркино
0.0,UTC+3,55.9161773,37.8545415,183452,Королёв
1.0,UTC+3,50.8129041,37.1896436,5877,Короча
1.0,UTC+11,46.6324545,142.799445,33526,Корсаков
0.0,UTC+3,61.2885948,47.1003015,39629,Коряжма
0.0,UTC+3,55.9337222,39.6247398,9136,Костерево
0.0,UTC+3,64.5889398,30.6016832,28433,Костомукша
2.0,UTC+3,57.768,40.927,268617,Кострома
0.0,UTC+3,55.6597925,37.8631156,32347,Котельники
1.0,UTC+3,47.6310259,43.1330872,20441,Котельниково
1.0,UTC+3,58.3034832,48.3475597,24979,Котельнич
1.0,UTC+3,61.2528972,46.633242,60562,Котлас
1.0,UTC+3,50.3205766,44.8030699,24104,Котово
0.0,UTC+3,52.5924489,41.5101237,31851,Котовск
1.0,UTC+3,56.9324606,41.0931657,29408,Кохма
0.0,UTC+3,60.9612823,46.4814116,7003,Красавино
0.0,UTC+3,56.105426,38.140838,26294,Красноармейск
0.0,UTC+4,51.023541,45.695044,24362,Красноармейск
1.0,UTC+5,60.3901321,57.0535682,17129,Красновишерск
1.0,UTC+3,55.8317203,37.3295266,116738,Красногорск
2.0,UTC+3,45.0401604,38.9759647,744933,Краснодар
0.0,UTC+3,56.4409979,38.2320307,13432,Краснозаводск
1.0,UTC+2,54.9453423,22.4928745,3522,Краснознаменск
0.0,UTC+3,55.5978959,37.0393709,36057,Краснознаменск
1.0,UTC+9,50.0929703,118.0323936,55668,Краснокаменск
0.0,UTC+5,58.0822065,55.7479936,52632,Краснокамск
0.0,UTC+3,45.9537576,33.7921939,26268,Красноперекопск
0.0,UTC+3,48.7068721,44.5630857,16007,Краснослободск
1.0,UTC+3,54.4248207,43.7845011,10151,Краснослободск
0.0,UTC+5,59.7636635,60.1934525,59701,Краснотурьинск
0.0,UTC+5,58.348651,60.0408764,24973,Красноуральск
0.0,UTC+5,56.612387,57.7636637,39765,Красноуфимск
2.0,UTC+7,56.0093879,92.8524806,973826,Красноярск
1.0,UTC+4,50.9598317,46.9712016,14420,Красный Кут
1.0,UTC+3,47.8831311,40.0781298,40866,Красный Сулин
1.0,UTC+3,58.0571446,37.1126156,5608,Красный Холм
0.0,UTC+3,54.8862447,37.1168701,11617,Кременки
0.0,UTC+3,45.4333007,40.5727951,80743,Кропоткин
1.0,UTC+3,44.9344404,37.9855795,57370,Крымск
1.0,UTC+3,56.1432084,44.1664198,66641,Кстово
0.0,UTC+3,55.5754955,36.6951995,22918,Кубинка
0.0,UTC+5,51.4783857,57.3612636,26176,Кувандык
1.0,UTC+3,57.0265168,34.1676009,10008,Кувшиново
0.0,UTC+3,59.9075226,30.5121008,13501,Кудрово
0.0,UTC+5,59.0167925,54.6572508,30711,Кудымкар
1.0,UTC+3,53.1130888,46.605092,88886,Кузнецк
0.0,UTC+7,55.4685094,78.3242048,47278,Куйбышев
1.0,UTC+3,56.1861392,50.8970238,17700,Кукмор
1.0,UTC+3,55.4296181,42.5125538,35762,Кулебаки
0.0,UTC+5,52.7564939,55.7970197,62854,Кумертау
0.0,UTC+5,57.4283296,56.9438656,67857,Кунгур
1.0,UTC+7,54.366055,77.2973368,15448,Купино
2.0,UTC+5,55.4443883,65.3161963,333640,Курган
1.0,UTC+3,44.8877025,40.5913245,47974,Курганинск
1.0,UTC+11,45.2270954,147.8796323,2070,Курильск
0.0,UTC+3,55.452698,40.6124108,6791,Курлово
0.0,UTC+3,55.5792277,38.9207723,21821,Куровское
2.0,UTC+3,51.7303637,36.1925603,414595,Курск
1.0,UTC+5,54.9368539,64.4203722,17098,Куртамыш
1.0,UTC+3,43.2046547,46.0889364,25672,Курчалой
1.0,UTC+3,51.6604083,35.6572224,42691,Курчатов
1.0,UTC+5,55.3386053,59.4385778,18792,Куса
0.0,UTC+5,58.2826013,59.7645766,33027,Кушва
2.0,UTC+7,51.7191047,94.4376882,109906,Кызыл
0.0,UTC+5,55.7061276,60.5563781,38950,Кыштым
1.0,UTC+8,50.346543,106.4533516,20013,Кяхта
1.0,UTC+3,44.6354363,40.7245341,62822,Лабинск
0.0,UTC+5,66.6592841,66.3883009,26948,Лабытнанги
1.0,UTC+3,45.3930912,47.3432602,14323,Лагань
0.0,UTC+2,54.5692156,20.1690153,3788,Ладушкин
1.0,UTC+3,55.4042867,49.5499838,7735,Лаишево
0.0,UTC+3,56.0180587,39.956551,15707,Лакинск
0.0,UTC+5,61.2536939,75.1807763,41675,Лангепас
1.0,UTC+3,61.518881,30.1996116,7818,Лахденпохья
1.0,UTC+3,53.0156117,39.143536,20991,Лебедянь
1.0,UTC+3,54.5967034,52.4431906,64145,Лениногорск
1.0,UTC+3,48.6936061,45.1992692,15527,Ленинск
0.0,UTC+7,54.6674492,86.1797324,101666,Ленинск-Кузнецкий
1.0,UTC+9,60.7276196,114.9548255,24955,Ленск
0.0,UTC+3,44.1054107,42.973135,22540,Лермонтов
0.0,UTC+5,58.6348516,59.7981565,52464,Лесной
0.0,UTC+10,45.4780092,133.4186199,36975,Лесозаводск
0.0,UTC+7,58.221681,92.5037872,61146,Лесосибирск
0.0,UTC+3,52.4284558,37.6039506,50430,Ливны
0.0,UTC+3,55.7078257,38.9578093,31331,Ликино-Дулёво
2.0,UTC+3,52.610249,39.5947883,508124,Липецк
0.0,UTC+3,53.9417551,37.7020148,8741,Липки
1.0,UTC+3,50.9945626,39.5184909,55864,Лиски
1.0,UTC+3,57.1221304,35.4667605,12259,Лихославль
0.0,UTC+3,56.0328881,37.4614035,74350,Лобня
1.0,UTC+3,60.7320936,33.5521022,21053,Лодейное Поле
0.0,UTC+3,55.8713214,38.200599,22550,Лосино-Петровский
1.0,UTC+3,58.7374031,29.8465776,36409,Луга
1.0,UTC+3,60.6290609,47.2612445,11262,Луза
1.0,UTC+3,55.0326225,44.4933807,14949,Лукоянов
1.0,UTC+3,54.9652077,39.0260266,29849,Луховицы
1.0,UTC+3,56.0262359,45.035771,21882,Лысково
0.0,UTC+5,58.0995875,57.8086825,67712,Лысьва
0.0,UTC+3,55.5778163,37.9033507,55147,Лыткарино
1.0,UTC+3,51.6597148,35.2612491,21452,Льгов
0.0,UTC+3,59.3493847,31.2484801,4188,Любань
1.0,UTC+3,55.676499,37.898125,171978,Люберцы
1.0,UTC+3,58.3620228,40.686841,5553,Любим
1.0,UTC+3,53.8700828,34.4385915,40550,Людиново
0.0,UTC+5,61.6392863,72.179409,38922,Лянтор
2.0,UTC+11,59.5681332,150.8084956,95925,Магадан
2.0,UTC+3,43.1688611,44.8131207,2505,Магас
0.0,UTC+5,53.4072153,58.9791437,408401,Магнитогорск
2.0,UTC+3,44.6098268,40.1006606,144055,Майкоп
1.0,UTC+3,43.6281516,44.0517314,26755,Майский
1.0,UTC+11,48.6236334,142.7803205,6788,Макаров
1.0,UTC+3,57.8807152,43.8014197,7114,Макарьев
1.0,UTC+5,55.2153947,67.2451705,8337,Макушино
1.0,UTC+3,58.8458379,32.2247401,12461,Малая Вишера
0.0,UTC+3,43.5096646,44.5901963,31076,Малгобек
1.0,UTC+3,56.5243844,50.6782739,8265,Малмыж
1.0,UTC+3,52.4002192,36.5038579,3872,Малоархангельск
1.0,UTC+3,55.0177123,36.4633603,30401,Малоярославец
1.0,UTC+3,55.7150413,51.4129016,14432,Мамадыш
0.0,UTC+2,54.4646036,19.9453482,7757,Мамоново
1.0,UTC+3,58.3265441,44.757494,17479,Мантурово
1.0,UTC+7,56.2127383,87.7454924,40522,Мариинск
1.0,UTC+3,56.111923,47.7142942,10186,Мариинский Посад
0.0,UTC+4,51.7133337,46.7400339,31535,Маркс
2.0,UTC+3,42.9849159,47.5047181,577990,Махачкала
1.0,UTC+3,53.0599771,32.8468129,7916,Мглин
0.0,UTC+5,61.0318712,76.1025878,49471,Мегион
1.0,UTC+3,62.9127626,34.4568489,15536,Медвежьегорск
0.0,UTC+5,51.4037617,57.583163,27253,Медногорск
1.0,UTC+3,54.9689785,35.8872168,8298,Медынь
0.0,UTC+5,54.2397689,57.9614547,17353,Межгорье
0.0,UTC+7,53.6865289,88.0702754,101995,Междуреченск
1.0,UTC+3,65.8398078,44.2532273,3599,Мезень
1.0,UTC+3,55.3387515,41.6340046,15208,Меленки
1.0,UTC+5,52.9589532,55.9282838,61408,Мелеуз
1.0,UTC+3,55.895169,52.3143347,22075,Менделеевск
1.0,UTC+3,55.7270698,53.1003968,16474,Мензелинск
1.0,UTC+3,54.3191471,35.2816918,4101,Мещовск
0.0,UTC+5,55.0456457,60.1077572,151812,Миасс
0.0,UTC+3,62.3579068,50.0719503,10732,Микунь
1.0,UTC+3,48.9260077,40.3984087,36493,Миллерово
1.0,UTC+3,44.2087273,43.138408,76715,Минеральные Воды
0.0,UTC+7,53.7104586,91.6872907,71171,Минусинск
0.0,UTC+5,55.0709557,57.548478,10195,Миньяр
0.0,UTC+3,62.7645265,40.3360076,30259,Мирный
1.0,UTC+9,62.536232,113.9667728,37179,Мирный
1.0,UTC+3,54.2297402,39.0091481,11783,Михайлов
0.0,UTC+3,50.0708719,43.2401512,59153,Михайловка
0.0,UTC+5,56.4370039,59.1137316,9215,Михайловск
1.0,UTC+3,45.1297323,42.0288443,71018,Михайловск
1.0,UTC+3,52.8912389,40.5104443,98758,Мичуринск
1.0,UTC+9,53.7361398,119.7660867,13228,Могоча
1.0,UTC+3,55.5069259,36.024043,31388,Можайск
0.0,UTC+4,56.4427774,52.2137886,47959,Можга
1.0,UTC+3,43.7471342,44.6569607,38748,Моздок
0.0,UTC+3,67.9386153,32.9359719,45381,Мончегорск
1.0,UTC+3,48.3511807,41.8309225,27644,Морозовск
0.0,UTC+3,53.4436216,41.8115478,41550,Моршанск
1.0,UTC+3,54.4824939,34.9872239,4285,Мосальск
0.0,UTC+3,55.7540471,37.620405,11514330,Москва
0.0,UTC+5,63.7940552,74.4948635,33401,Муравленко
1.0,UTC+3,59.3955383,48.9638417,6752,Мураши
0.0,UTC+3,60.044862,30.4571456,19775,Мурино
2.0,UTC+3,69.007721,33.0685865,307664,Мурманск
0.0,UTC+3,55.5630311,42.0231362,116078,Муром
0.0,UTC+3,53.2788438,36.5749105,43216,Мценск
0.0,UTC+7,53.7125695,87.8055646,43029,Мыски
0.0,UTC+3,55.9105782,37.7363579,173341,Мытищи
1.0,UTC+3,57.7881684,38.4544224,5932,Мышкин
0.0,UTC+3,55.7434619,52.3959165,513242,Набережные Челны
1.0,UTC+3,55.543811,42.1887089,16413,Навашино
0.0,UTC+3,57.4679066,41.9608002,10207,Наволоки
0.0,UTC+5,65.5377966,72.5182736,46550,Надым
0.0,UTC+7,56.0113799,90.4168775,52829,Назарово
1.0,UTC+3,43.2257841,44.7645779,93357,Назрань
1.0,UTC+6,55.5689323,71.3503426,12119,Называевск
2.0,UTC+3,43.4845464,43.60713,240095,Нальчик
1.0,UTC+4,46.6916565,47.8502476,11386,Нариманов
0.0,UTC+3,55.386185,36.734484,64640,Наро-Фоминск
1.0,UTC+3,43.5578075,43.8575925,31679,Нарткала
2.0,UTC+3,67.6379672,53.0069565,21296,Нарьян-Мар
0.0,UTC+10,42.8239372,132.8927361,159695,Находка
1.0,UTC+3,56.0201973,29.9239983,16324,Невель
1.0,UTC+11,46.6526899,141.8630725,11682,Невельск
0.0,UTC+3,44.6226031,41.9476723,118351,Невинномысск
1.0,UTC+5,57.49131,60.2183429,25147,Невьянск
1.0,UTC+3,56.2232566,32.7767459,22886,Нелидово
1.0,UTC+2,55.0316524,22.0324064,11794,Неман
1.0,UTC+3,57.4543369,40.5723598,22817,Нерехта
1.0,UTC+9,51.9594977,116.5852383,14976,Нерчинск
0.0,UTC+9,56.6599953,124.7202403,61746,Нерюнгри
1.0,UTC+2,54.6313814,22.5713736,4584,Нестеров
1.0,UTC+4,52.7972914,51.1637392,18732,Нефтегорск
0.0,UTC+5,56.088377,54.2483061,121757,Нефтекамск
1.0,UTC+3,44.7544552,44.9865347,27700,Нефтекумск
0.0,UTC+5,61.0882676,72.6164079,123276,Нефтеюганск
1.0,UTC+3,58.2943349,43.8780948,9827,Нея
0.0,UTC+5,60.9396698,76.5696184,251860,Нижневартовск
1.0,UTC+3,55.6313609,51.8144669,234108,Нижнекамск
0.0,UTC+8,54.8968931,99.0314056,37056,Нижнеудинск
1.0,UTC+5,56.6544959,59.2953035,11217,Нижние Серги
1.0,UTC+3,53.5300905,43.6730217,22678,Нижний Ломов
2.0,UTC+3,56.3240627,44.0053913,1250615,Нижний Новгород
0.0,UTC+5,57.910126,59.9812853,361883,Нижний Тагил
0.0,UTC+5,58.0748272,60.7025418,17969,Нижняя Салда
0.0,UTC+5,58.6309267,59.8520344,21596,Нижняя Тура
1.0,UTC+3,50.0165306,45.4731658,15081,Николаевск
0.0,UTC+10,53.1460657,140.7111367,22773,Николаевск-на-Амуре
1.0,UTC+3,59.5351837,45.4576137,8515,Никольск
1.0,UTC+3,53.7137496,46.0799857,22471,Никольск
0.0,UTC+3,59.7043309,30.7874571,19345,Никольское
0.0,UTC+3,60.1100135,32.3141203,8890,Новая Ладога
1.0,UTC+5,59.0538977,60.5944825,12400,Новая Ляля
1.0,UTC+3,45.4932733,41.2153996,26759,Новоалександровск
0.0,UTC+7,53.4119759,83.9311069,73134,Новоалтайск
1.0,UTC+3,50.5296067,42.6666439,17911,Новоаннинский
0.0,UTC+3,51.3091524,39.2162843,32635,Нововоронеж
0.0,UTC+3,64.4136851,40.8208143,40612,Новодвинск
0.0,UTC+3,52.537173,31.9357991,40552,Новозыбков
1.0,UTC+3,45.1038699,41.0475175,34847,Новокубанск
0.0,UTC+7,53.794315,87.2142745,547885,Новокузнецк
0.0,UTC+4,53.0994565,49.9477382,108449,Новокуйбышевск
0.0,UTC+3,54.0376572,39.74654,19309,Новомичуринск
1.0,UTC+3,54.0109075,38.2914024,131227,Новомосковск
1.0,UTC+3,43.9617097,43.6342865,26556,Новопавловск
1.0,UTC+3,57.029807,29.3433083,3695,Новоржев
0.0,UTC+3,44.7235026,37.7686135,241788,Новороссийск
2.0,UTC+7,55.028191,82.9211489,1498921,Новосибирск
1.0,UTC+3,52.97454,37.0437146,3799,Новосиль
1.0,UTC+3,56.3408431,30.1527573,8119,Новосокольники
0.0,UTC+5,51.1964202,58.3018192,97914,Новотроицк
1.0,UTC+4,50.455199,48.1413153,17015,Новоузенск
0.0,UTC+4,54.1447956,48.3910789,16032,Новоульяновск
0.0,UTC+5,57.2472567,60.0956714,91813,Новоуральск
1.0,UTC+3,51.0952211,41.6173404,6849,Новохоперск
0.0,UTC+3,56.1094977,47.4791113,124094,Новочебоксарск
0.0,UTC+3,47.411919,40.1042098,169039,Новочеркасск
0.0,UTC+3,47.757773,39.9363697,111087,Новошахтинск
1.0,UTC+3,50.7633747,37.8775484,19530,Новый Оскол
0.0,UTC+5,66.0839433,76.6809681,104144,Новый Уренгой
0.0,UTC+3,55.8686133,38.4622104,99762,Ногинск
1.0,UTC+3,57.5597284,49.93575,9556,Нолинск
0.0,UTC+7,69.3489978,88.2009846,175301,Норильск
0.0,UTC+5,63.2018039,75.4510581,110572,Ноябрьск
1.0,UTC+3,54.4281461,50.8049337,32600,Нурлат
1.0,UTC+5,57.9336725,55.3356084,19041,Нытва
1.0,UTC+9,63.2828955,118.3242437,10156,Нюрба
0.0,UTC+5,62.1454701,65.3946047,54903,Нягань
1.0,UTC+5,56.0536895,59.6097202,12452,Нязепетровск
1.0,UTC+3,61.6654674,40.2062947,22354,Няндома
1.0,UTC+10,49.0189345,131.0540102,9379,Облучье
0.0,UTC+3,55.0943144,36.6121639,104798,Обнинск
1.0,UTC+3,51.2119324,36.2755133,13562,Обоянь
0.0,UTC+7,54.9945576,82.6937181,26137,Обь
0.0,UTC+3,55.6789455,37.263686,139021,Одинцово
1.0,UTC+2,54.4084705,22.0134438,4740,Озерск
0.0,UTC+5,55.763154,60.7076198,82268,Озерск
0.0,UTC+3,54.8541006,38.5599196,25788,Озёры
0.0,UTC+4,53.1640488,48.670762,27244,Октябрьск
0.0,UTC+5,54.4815311,53.4655972,109379,Октябрьский
1.0,UTC+3,58.3910296,33.2901557,12464,Окуловка
1.0,UTC+9,60.3758006,120.4060878,9487,Олекминск
0.0,UTC+3,68.1422058,33.2669407,23079,Оленегорск
1.0,UTC+3,60.9794025,32.9725519,9060,Олонец
2.0,UTC+6,54.9848566,73.3674517,1154000,Омск
1.0,UTC+3,58.6698913,52.1894564,23618,Омутнинск
1.0,UTC+3,63.9162928,38.0805031,21359,Онега
1.0,UTC+3,56.710725,28.6717519,11601,Опочка
2.0,UTC+3,52.9671298,36.0696427,317854,Орёл
2.0,UTC+5,51.7875092,55.1018828,570329,Оренбург
0.0,UTC+3,55.8151421,38.9869822,120620,Орехово-Зуево
1.0,UTC+3,58.5389776,48.8927723,6959,Орлов
0.0,UTC+5,51.2294282,58.4752777,238006,Орск
1.0,UTC+5,57.2889515,55.4688668,22420,Оса
0.0,UTC+7,53.5988055,87.3371272,45997,Осинники
1.0,UTC+3,57.1456744,33.1115372,18073,Осташков
1.0,UTC+3,57.3451528,28.3437593,21670,Остров
0.0,UTC+3,68.0510344,39.5077846,2177,Островной
1.0,UTC+3,50.8677905,39.0407746,33842,Острогожск
0.0,UTC+3,59.7726848,30.7988557,23874,Отрадное
0.0,UTC+4,53.3800848,51.3438605,47709,Отрадный
1.0,UTC+11,53.5867839,142.9412411,23007,Оха
1.0,UTC+5,57.7180034,55.3872469,7597,Оханск
1.0,UTC+5,57.8852686,54.7161091,15003,Очер
1.0,UTC+3,55.9797564,43.0995042,60699,Павлово
1.0,UTC+3,50.453455,40.136874,25126,Павловск
1.0,UTC+3,55.7807244,38.6596983,63771,Павловский Посад
1.0,UTC+3,50.0500944,46.8804277,15984,Палласовка
0.0,UTC+10,43.1280578,133.1264567,38648,Партизанск
1.0,UTC+12,69.7016661,170.2999022,4161,Певек
2.0,UTC+3,53.1753314,45.0348625,519592,Пенза
0.0,UTC+3,54.8675792,43.8013992,14567,Первомайск
0.0,UTC+5,56.9080085,59.942926,149800,Первоуральск
1.0,UTC+3,55.5967718,44.5448369,9201,Перевоз
0.0,UTC+3,56.4158326,38.1733534,14142,Пересвет
0.0,UTC+3,56.7360544,38.8543617,41923,Переславль-Залесский
2.0,UTC+5,58.0102583,56.2342034,1000679,Пермь
1.0,UTC+3,58.5973723,35.8143898,15911,Пестово
0.0,UTC+3,50.1380557,45.20914,13264,Петров Вал
1.0,UTC+4,52.3094237,45.3851877,31158,Петровск
1.0,UTC+9,51.2748592,108.846681,18555,Петровск-Забайкальский
2.0,UTC+3,61.7891264,34.3596434,263540,Петрозаводск
2.0,UTC+12,53.036908,158.6559254,179526,Петропавловск-Камчатский
1.0,UTC+5,55.0650077,67.8873408,11291,Петухово
1.0,UTC+3,55.9298134,39.4508075,15167,Петушки
0.0,UTC+3,65.148584,57.2239777,43458,Печора
1.0,UTC+3,57.8145817,27.622259,12308,Печоры
0.0,UTC+3,59.5132022,34.1772776,21567,Пикалево
0.0,UTC+2,54.9516574,20.2277424,11017,Пионерский
1.0,UTC+3,61.5757191,31.4640557,11484,Питкяранта
1.0,UTC+3,53.7096415,37.2862352,16248,Плавск
1.0,UTC+5,54.3692764,60.8151894,17344,Пласт
0.0,UTC+3,57.4606031,41.5122672,2341,Плес
1.0,UTC+3,51.1954419,42.2472726,17692,Поворино
0.0,UTC+3,55.4389322,37.5703482,187956,Подольск
1.0,UTC+3,60.9127549,34.1567664,18729,Подпорожье
0.0,UTC+5,61.7422169,75.5941517,17053,Покачи
0.0,UTC+3,55.9166398,39.1734526,17762,Покров
1.0,UTC+9,61.4843503,129.1482392,9495,Покровск
0.0,UTC+5,56.4956952,60.2365298,64316,Полевской
1.0,UTC+2,54.8625126,21.0998067,7580,Полесск
0.0,UTC+7,54.6055,86.2809208,27624,Полысаево
0.0,UTC+3,67.373084,32.4975636,15106,Полярные Зори
0.0,UTC+3,69.1989583,33.4508591,17304,Полярный
1.0,UTC+11,49.238866,143.1008333,16461,Поронайск
1.0,UTC+3,57.7765219,29.5436626,10608,Порхов
0.0,UTC+4,53.6498299,52.1235156,28181,Похвистнево
1.0,UTC+3,52.9154851,33.4744058,17933,Почеп
1.0,UTC+3,54.406244,32.4398039,8776,Починок
1.0,UTC+3,58.5062879,39.1208434,6085,Пошехонье
1.0,UTC+2,54.4430986,21.0085269,4323,Правдинск
1.0,UTC+3,57.3805743,41.2808565,16749,Приволжск
0.0,UTC+2,54.7311437,19.9981926,1956,Приморск
0.0,UTC+3,60.3660209,28.6135772,6122,Приморск
1.0,UTC+3,46.0515432,38.1704875,32253,Приморско-Ахтарск
1.0,UTC+3,61.0330896,30.1587851,18929,Приозерск
0.0,UTC+7,53.8604265,86.7183577,210150,Прокопьевск
1.0,UTC+3,46.7038963,41.727594,20267,Пролетарск
0.0,UTC+3,54.8705984,37.2182749,37308,Протвино
0.0,UTC+3,43.7589602,44.0102409,59595,Прохладный
2.0,UTC+3,57.8194415,28.3317198,203974,Псков
1.0,UTC+4,52.0159921,48.7972223,41705,Пугачев
1.0,UTC+3,61.8058821,36.5329941,9698,Пудож
1.0,UTC+3,56.3374813,29.3668055,4619,Пустошка
1.0,UTC+3,56.9820688,43.1683321,8583,Пучеж
1.0,UTC+3,56.0103638,37.8471403,102840,Пушкино
0.0,UTC+3,54.8324412,37.6210346,20263,Пущино
1.0,UTC+3,57.0637952,27.9236214,5826,Пыталово
0.0,UTC+5,60.7585833,72.8365617,41453,Пыть-Ях
0.0,UTC+3,44.041091,43.0661553,142397,Пятигорск
0.0,UTC+3,55.9960277,40.3321855,18212,Радужный
0.0,UTC+5,62.1342888,77.4584094,43394,Радужный
0.0,UTC+9,49.7941615,129.4112492,20499,Райчихинск
1.0,UTC+3,55.5495132,38.2728914,96355,Раменское
0.0,UTC+3,52.6538833,41.874285,45484,Рассказово
0.0,UTC+5,56.7986319,59.9071591,61713,Ревда
1.0,UTC+5,57.3717477,61.3833842,38709,Реж
0.0,UTC+3,55.7582621,37.8618553,87195,Реутов
0.0,UTC+3,56.262881,34.3291002,62026,Ржев
1.0,UTC+3,57.1025975,41.7298834,26318,Родники
1.0,UTC+3,53.9449558,32.8480258,54898,Рославль
1.0,UTC+3,50.1701949,39.6226965,62865,Россошь
1.0,UTC+3,57.2051315,39.4378622,31791,Ростов
2.0,UTC+3,47.2224566,39.718803,1091544,Ростов-на-Дону
0.0,UTC+3,55.6632776,39.8656147,21265,Рошаль
0.0,UTC+4,52.2616271,43.7842248,41295,Ртищево
0.0,UTC+7,51.5012067,81.2078695,146386,Рубцовск
1.0,UTC+3,54.9441093,31.0794806,10029,Рудня
1.0,UTC+3,55.7014744,36.1959206,13495,Руза
1.0,UTC+3,54.0581967,44.9490466,47529,Рузаевка
1.0,UTC+3,58.0485495,38.8584119,200771,Рыбинск
1.0,UTC+3,54.7256164,39.5134398,18378,Рыбное
1.0,UTC+3,51.5681314,34.6802597,15667,Рыльск
1.0,UTC+3,53.7067584,40.0522274,21676,Ряжск
2.0,UTC+3,54.6254445,39.7358609,525062,Рязань
0.0,UTC+3,45.1341997,33.6033383,25146,Саки
0.0,UTC+5,53.3616974,55.9245224,156085,Салават
0.0,UTC+7,54.2351735,85.8030733,8263,Салаир
2.0,UTC+5,66.5492077,66.6085318,42494,Салехард
1.0,UTC+3,46.4752095,41.5410415,61312,Сальск
2.0,UTC+4,53.1950306,50.1069518,1164900,Самара
2.0,UTC+3,54.1809332,45.1862632,318841,Саранск
0.0,UTC+4,56.4615767,53.8037657,101390,Сарапул
2.0,UTC+4,51.533557,46.034257,836900,Саратов
0.0,UTC+3,54.9228268,43.3448089,92073,Саров
0.0,UTC+3,54.3508885,41.9117422,28117,Сасово
1.0,UTC+5,55.0405288,59.0288975,45465,Сатка
1.0,UTC+3,55.1199661,33.2336988,46116,Сафоново
0.0,UTC+7,53.1008083,91.4122454,49889,Саяногорск
0.0,UTC+8,54.1107238,102.18015,40786,Саянск
1.0,UTC+2,54.9439286,20.1514295,10775,Светлогорск
1.0,UTC+3,45.328659,42.8565714,38520,Светлоград
0.0,UTC+2,54.6772897,20.1357595,21380,Светлый
0.0,UTC+3,61.1111282,28.8725865,15973,Светогорск
0.0,UTC+8,53.0842668,103.3364093,13649,Свирск
0.0,UTC+9,51.3614103,128.1219729,58594,Свободный
1.0,UTC+3,56.2908554,28.4724326,6375,Себеж
0.0,UTC+3,44.6167013,33.525355,393304,Севастополь
1.0,UTC+11,50.6730577,156.1282211,2381,Северо-Курильск
0.0,UTC+8,55.635614,109.3361505,23673,Северобайкальск
0.0,UTC+3,64.5625385,39.8180934,192265,Северодвинск
0.0,UTC+3,69.0766801,33.4177759,50076,Североморск
0.0,UTC+5,60.1533109,59.9525245,29279,Североуральск
0.0,UTC+7,56.6031285,84.8809926,108466,Северск
1.0,UTC+3,52.1483358,34.4918415,7282,Севск
1.0,UTC+3,63.7437572,34.3126982,29660,Сегежа
0.0,UTC+3,53.3739884,34.1059172,17933,Сельцо
0.0,UTC+3,56.7889794,44.4902885,24472,Семенов
1.0,UTC+3,47.5177337,40.8114167,23884,Семикаракорск
1.0,UTC+3,51.6951644,39.0190454,26025,Семилуки
1.0,UTC+4,53.958964,48.7768269,6959,Сенгилей
1.0,UTC+3,49.5663183,42.7360402,9368,Серафимович
1.0,UTC+3,55.5201515,45.4813231,21387,Сергач
0.0,UTC+3,56.3062548,38.1502661,110878,Сергиев Посад
1.0,UTC+3,52.4697595,44.2122414,35393,Сердобск
0.0,UTC+5,59.6047724,60.5753882,99381,Серов
0.0,UTC+3,54.9226466,37.4033859,126496,Серпухов
0.0,UTC+3,60.1446932,30.2095918,47854,Сертолово
0.0,UTC+5,52.7204651,58.6663783,62732,Сибай
0.0,UTC+5,54.9907827,57.6900155,14465,Сим
0.0,UTC+3,44.9482948,34.1001151,332317,Симферополь
1.0,UTC+9,53.9871095,123.9437205,9561,Сковородино
1.0,UTC+3,53.823543,39.5492421,30374,Скопин
0.0,UTC+7,52.999463,78.6459232,30370,Славгород
1.0,UTC+2,55.0449714,21.6742367,4614,Славск
1.0,UTC+3,45.2603626,38.1259774,63768,Славянск-на-Кубани
1.0,UTC+3,59.1178185,28.0881475,33587,Сланцы
1.0,UTC+3,58.7311574,50.1669249,33983,Слободской
1.0,UTC+8,51.6563983,103.7187545,18542,Слюдянка
2.0,UTC+3,54.782635,32.045251,326863,Смоленск
0.0,UTC+5,56.0851495,60.7324914,48896,Снежинск
0.0,UTC+3,69.1921409,33.2383502,12698,Снежногорск
1.0,UTC+3,55.9939169,40.0179653,19482,Собинка
0.0,UTC+2,55.0809336,21.8886106,41709,Советск
1.0,UTC+3,57.584196,48.9590272,16592,Советск
0.0,UTC+3,53.9338874,37.6316141,7537,Советск
0.0,UTC+10,48.9664966,140.285174,27712,Советская Гавань
1.0,UTC+5,61.3706913,63.5667222,26434,Советский
1.0,UTC+3,59.4758605,40.1114187,38454,Сокол
1.0,UTC+3,59.0784867,42.2878423,6438,Солигалич
0.0,UTC+5,59.6482998,56.771009,97239,Соликамск
1.0,UTC+3,56.185102,36.977631,52996,Солнечногорск
1.0,UTC+5,51.1633736,54.9896726,26308,Соль-Илецк
0.0,UTC+3,61.3319616,46.920441,2460,Сольвычегодск
1.0,UTC+3,58.1201281,30.309351,10317,Сольцы
0.0,UTC+5,52.426685,53.1542745,30136,Сорочинск
0.0,UTC+7,54.0002888,90.2594446,12140,Сорск
